cycle,valid,reason,k_linear_n_per_mm,intercept_n,r2,fit_n_points,fit_span_mm,fit_x0_mm,fit_x1_mm,fit_f0_n,fit_f1_n,fit_selection_mode,flat_slope_thr_n_per_mm,flat_filter_reason,theta_start_deg,non_neutral_start
1,True,ok,2.5982621095682434,2.897727365499958,0.971607962470354,43,5.04374149013122,0.47358724950485415,5.517328739636074,2.511189228614093,16.913859891434555,strict_initial_window,1.333296825483175,ok,0.009584794764522456,False
2,True,ok,7.169643530786976,-1.8510244568432062,0.9866726534688388,111,3.0075787398526215,0.02482391587859527,3.0324026557312167,0.0,17.769581316538833,strict_initial_window,2.3517056734012396,ok,0.01078566475188669,False
3,True,ok,8.954114325729565,-3.4080819375082787,0.9710107725154689,88,2.8682000591809946,0.27597118588104486,3.1441712450620396,3.060490732721087,25.566320214261818,strict_initial_window,2.4557370052890852,ok,-0.0016905451302378742,False
4,True,ok,6.734111550856888,-5.404638233960449,0.9700514768169614,51,2.277627561455384,0.6611782266903337,2.9388057881457175,0.05280533368941143,12.877954112795376,strict_initial_window,1.5062845540371939,ok,-0.0020875114921702037,False
5,True,ok,5.43261789306382,3.886945068884517,0.9893996773575965,71,2.6874806902882864,0.004197055651894714,2.691677745940181,4.370348179437941,17.642154747288203,strict_initial_window,1.420459327560347,ok,0.0018235654450223366,False
6,True,ok,5.050332252886539,-1.1802706998499777,0.9921229572503041,108,3.2444196294790935,0.0024547629736905545,3.246874392452784,0.0,15.236420294831934,strict_initial_window,1.5522204448866772,ok,0.0010665622059410958,False
7,True,ok,12.174590287671172,-4.218693644683791,0.958749024659313,102,2.0253796411773495,0.33343252485704183,2.3588121660343915,3.491438414980465,21.894605245222497,fallback_initial_window,2.930098521535766,ok,-0.003031934050708481,False
8,True,ok,7.342119409331465,1.2510121787028714,0.9716926923256812,57,2.073276761798053,0.9775459009209547,3.050822662719008,6.158285113043397,23.13228776787497,strict_initial_window,3.091344891257451,ok,0.03829471866754288,False
9,True,ok,11.596248515652176,-14.755436901231437,0.9831595783674153,122,3.306116681352766,2.181941079571065,5.488057760923831,12.793833133676403,47.596038951051035,strict_long_window,2.60645294324947,ok,-0.0027968803834838712,False
