file_name,intervention,cycle,M_peak_dyn_Nm,theta_span_ramp_deg,old_dtheta_deg,new_dtheta_deg,old_k_sec,new_k_sec,new_reason,theta_at_m_low_deg,theta_at_m_high_deg,t_at_m_low_s,t_at_m_high_s,marker_reason
4 - FUF Left,"FUF, left",1,6.739580087944038,3.595973547073764,1.9768550670890979,1.8915383513885589,1.51756193458202,1.5860106657619344,ok,0.22674587156007803,2.118284222948637,1.3014496189734603,2.8227124693882826,ok
4 - FUF Left,"FUF, left",2,6.659619666352412,3.732108653720909,1.913543410862502,1.6054068423782437,1.56777211479503,1.8686851960564783,ok,0.7693856757958975,2.374792518174141,0.8394870894508472,2.084946082793088,ok
4 - FUF Left,"FUF, left",3,6.93391027876238,3.3912295258084497,2.1997322201497083,2.1997322201497083,1.3638023630875524,1.3638023630875524,ok,0.2451228110274086,2.444855031177117,0.8797641893054554,2.2414570833957375,ok
4 - FUF Left,"FUF, left",4,4.299702154661329,2.775114053954657,2.434975353325145,2.4089017421718104,1.2320453247722902,1.2453808088059537,ok,0.3008039164376015,2.709705658609412,1.0132335381766757,5.837089028229875,ok
4 - FUF Left,"FUF, left",5,4.186889637825181,2.1792014285745083,2.1296756327784525,2.1296756327784525,1.408665222922277,1.408665222922277,ok,-0.18666795905470696,1.9430076737237456,0.34565507325913325,2.6800832115635354,ok
4 - FUF Left,"FUF, left",7,4.881806042290821,2.828454297439007,2.0856421540801784,2.0856421540801784,1.4384059097247566,1.4384059097247566,ok,0.2006147688349852,2.2862569229151637,1.4941066261052351,3.7264186554071257,ok
4 - FUF Left,"FUF, left",8,7.635388044223112,2.3579080158977286,0.7615044343424727,0.7615044343424727,3.9395699679547826,3.9395699679547826,ok,0.27749078461007815,1.0389952189525509,1.9612512014926555,3.1231474067958938,ok
4 - FUF Left,"FUF, left",9,7.605966091110293,2.1237456097439047,0.22201784160075932,0.22201784160075932,13.512427552532966,,dtheta_too_small,-0.5780906359020225,-0.35607279430126315,1.5890837114134666,2.22661024773177,ok
4 - FUF Left,"FUF, left",10,7.978796138157033,3.2340148891833156,-0.25844943251604136,-0.25844943251604136,,,dtheta_too_small,2.3136687056311533,2.055219273115112,1.352576705320968,2.4597673966049007,ok
