file_name,intervention,cycle,M_peak_dyn_Nm,theta_span_ramp_deg,old_dtheta_deg,new_dtheta_deg,old_k_sec,new_k_sec,new_reason,theta_at_m_low_deg,theta_at_m_high_deg,t_at_m_low_s,t_at_m_high_s,marker_reason
2 - Intact Holding Longer,"intact, but holding",1,6.5850921527587145,2.3452792611810422,0.3609720495235731,0.3609720495235731,8.310892779536623,8.310892779536623,ok,-0.015764499519183274,0.3452075500043898,0.9648591104760484,1.7436024443312736,ok
2 - Intact Holding Longer,"intact, but holding",2,6.400295699505451,2.0763917393777565,0.4527930141815906,0.4527930141815906,6.625543915297384,6.625543915297384,ok,-0.010385363421580918,0.4424076507600097,1.1335174205532226,2.275415736674856,ok
2 - Intact Holding Longer,"intact, but holding",3,6.815044006363674,2.4728983184229816,-0.11333037168170446,-0.11333037168170446,,,dtheta_too_small,1.0918780825090004,0.978547710827296,0.8370081367501588,2.2591471802996317,ok
2 - Intact Holding Longer,"intact, but holding",4,3.901656552816853,2.1557627391933294,,,,,mhigh_not_reached_on_final_climb,,,,,mhigh_not_reached_on_final_climb
2 - Intact Holding Longer,"intact, but holding",5,3.512427428397856,3.674024227204019,,,,,mhigh_not_reached_on_final_climb,,,,,mhigh_not_reached_on_final_climb
2 - Intact Holding Longer,"intact, but holding",6,2.8674970519257768,1.939509186134611,,,,,mhigh_not_reached_on_final_climb,,,,,mhigh_not_reached_on_final_climb
2 - Intact Holding Longer,"intact, but holding",7,5.275147273183506,2.8571643003544147,0.9852955924626372,0.9852955924626372,3.0447715619044153,3.0447715619044153,ok,0.23315162745065937,1.2184472199132965,1.4481639549591445,3.5873906468196033,ok
2 - Intact Holding Longer,"intact, but holding",8,5.625833892426285,2.650100798960899,0.8603479553731458,0.8591836359005286,3.4869612710346423,3.4916866134858777,ok,-1.4400522943798713,-0.5808686584793427,2.093386155859171,3.8335126665187444,ok
2 - Intact Holding Longer,"intact, but holding",9,4.760791417655571,5.814474936269156,1.6412442890055488,1.6567692783139454,1.8278814556105716,1.8107530356025363,ok,2.174530901345523,3.8313001796594683,2.1775327692072324,4.745974867199969,ok
