metric,n_cycles,n_conditions,n_modes,strict_fraction,r2_condition_signal,r2_mode_incremental,r2_unexplained,pooled_within_sd_all,pooled_within_sd_strict_only,within_sd_reduction_pct_strict_only,strict_only_n_cycles
k_rot,51,6,4,0.7647058823529411,0.08892820640624188,0.40508453089627494,0.5059872626974832,1.095819577815887,0.7284178249932141,33.527577008156136,39
k_lin,51,6,4,0.7647058823529411,0.08892820640624222,0.4050845308962747,0.5059872626974831,3.6105193366917168,2.3999996856880337,33.52757700815612,39
