Intervention,Book,Motion,valid,reason,n_points_window,k_signed_nm_per_deg,k_abs_nm_per_deg,intercept_nm,r2,theta_min_deg,theta_max_deg,moment_min_nm,moment_max_nm
Intact,4,Flexion/Extension,True,ok,160,0.9435538541810978,0.9435538541810978,-2.600753511381749,0.97974412976401,3.156753728666608,8.661830375170542,1.0150981963927856,5.973412825651303
PUBF Left,7,Flexion/Extension,True,ok,155,0.9685127389643217,0.9685127389643217,-2.4728135694044666,0.9805848727250471,2.9969564590379427,8.301957416585253,1.0296392785571147,5.973378757515031
FUF Left,10,Flexion/Extension,True,ok,156,0.946340433421986,0.946340433421986,-2.4338425214199098,0.9794853873556802,2.986208768539641,8.461933980669704,1.0017374749499002,5.987519038076153
FBF,13,Flexion/Extension,True,ok,158,0.9259455174757238,0.9259455174757238,-3.0050615693634315,0.9791171105923784,3.6805701973824307,9.255412444723525,1.0293426853707413,5.990731462925851
Posterior Release,16,Flexion/Extension,True,ok,160,0.9002453156802713,0.9002453156802713,-5.020018118084169,0.9742353765627026,5.937966450431248,11.739349527110658,1.024456913827656,5.996472945891783
SPO,19,Flexion/Extension,True,ok,160,0.7977634678858986,0.7977634678858986,-5.890059712910891,0.9726052039776034,7.812646998276308,14.295111090162607,1.0212204408817627,5.986863727454908
