file_name,intervention,cycle,theta_span_ramp_deg,theta_span_window_deg,old_dtheta_deg,new_dtheta_deg,old_k_sec_Nm_per_deg,new_k_sec_Nm_per_deg,new_reason,old_theta_low_deg,old_theta_high_deg,new_theta_low_deg,new_theta_high_deg
2 - Intact Holding Longer,"intact, but holding",1,2.3452792611810422,1.5905184504519045,0.25005611057423704,-0.16643830661383546,13.9968585129253,,dtheta_too_small,0.09515143943015278,0.3452075500043898,0.5116458566182253,0.3452075500043898
6 - Posterior Release,Posterior Release,10,5.563115981188772,1.574794062478787,0.361919749658408,0.20894014184781828,9.670652135738427,,dtheta_too_small,0.6445417619146397,1.0064615115730478,0.7975213697252295,1.0064615115730478
6 - Posterior Release,Posterior Release,11,4.09492627152122,1.5086756760851339,0.008832021416942643,0.008832021416942643,396.28527092177114,,dtheta_too_small,-0.1530141884244588,-0.14418216700751615,-0.1530141884244588,-0.14418216700751615
