file_name,intervention,cycle,t_start_s,t_peak_s,lag_s,theta0_deg,F_preload_start_N,theta_ref_deg,theta_ref_window_n,theta_ref_mode,F_peak_raw_N,M_peak_raw_Nm,F_peak_dyn_N,M_peak_dyn_Nm,M_low_Nm,M_high_Nm,theta_low_deg,theta_high_deg,dtheta_secant_deg,k_sec_Nm_per_deg,secant_reason,valid_secant,gate_band_n,gate_n_up_m,gate_n_opposite,gate_opposite_ratio,gate_corr_theta_m,gate_radius_std_mm,gate_z_std_mm,pass_geometry_gate,pass_monotonicity_gate,pass_auto_exclusion,auto_exclusion_reason,k_sec_auto_Nm_per_deg
7 - SPO,SPO,2,65.30086233333333,69.50100533333332,10.73333333333332,-0.37513050973260986,4.224799976666689,0.161294785537458,10,preramp_median_fallback,111.28842798133358,14.67560499789846,107.0636280046669,14.118480624975424,1.0,4.0,1.0447091128580346,2.56783491444916,1.5231258015911253,1.969633760301392,ok,True,29,23,0,0.0,0.9313652955686018,0.06516469065373368,0.1749909526554223,True,True,True,ok,1.969633760301392
7 - SPO,SPO,3,101.60154633333332,105.16817533333332,10.73333333333332,-0.37513050973260986,5.522545725999264,0.17031479693212287,10,preramp_median_fallback,102.1206318953329,13.46664772803755,96.59808616933364,12.738389623150027,1.0,4.0,1.128615428268856,2.7921249608258094,1.6635095325569533,1.8034161760340195,ok,True,30,25,1,0.04,0.9736454453320721,0.05106131326902284,0.21610684255257512,True,True,True,ok,1.8034161760340195
7 - SPO,SPO,4,156.96903333333333,160.56910933333333,10.73333333333332,-0.37513050973260986,6.364919966666757,5.391152017164188,3,force_zero_band,43.19509526933343,5.696137213167,36.830175302666674,4.856795217162655,1.0,4.0,0.2541124979681341,3.5410165365722754,3.2869040386041415,0.9127129860700217,ok,True,58,42,0,0.0,0.9454427823069071,0.06008857089716552,0.28834723611947277,True,True,True,ok,0.9127129860700217
7 - SPO,SPO,5,184.60294933333333,187.70297933333333,10.73333333333332,-0.37513050973260986,12.162690000000001,5.580820586696121,10,preramp_median_fallback,26.39421339333336,3.48060492017887,14.231523393333358,1.8767109898788699,1.0,4.0,,,,,mhigh_not_reached_on_final_climb,False,59,30,5,0.16666666666666666,0.733434867583506,0.03576723869472969,0.3366594496626224,True,True,True,ok,
7 - SPO,SPO,6,193.7697543333333,194.23633733333332,10.73333333333332,-0.37513050973260986,21.030043385667977,7.983274069617361,6,force_zero_band,24.47525954666652,3.2275524764189143,3.4452161609985446,0.4543206551508781,1.0,4.0,,,,,mhigh_not_reached_on_final_climb,False,0,9,6,0.6666666666666666,-0.6777055183958546,0.004548667498054556,0.027591324606488523,True,False,False,monotonicity_gate,
7 - SPO,SPO,7,193.7697543333333,195.2362873333333,10.73333333333332,-0.37513050973260986,21.030043385667977,7.983274069617361,6,force_zero_band,26.011953380665958,3.4301962923084197,4.981909994997981,0.6569644710403837,1.0,4.0,,,,,mhigh_not_reached_on_final_climb,False,0,24,7,0.2916666666666667,0.779013166123405,0.02234824722808612,0.06929937576729261,True,True,True,ok,
7 - SPO,SPO,8,196.83636133333331,197.16974233333332,10.73333333333332,-0.37513050973260986,22.246120014666,8.143925946725187,10,preramp_median_fallback,24.452470212333267,3.224547246900388,2.206350197667266,0.2909514005663824,1.0,4.0,,,,,mhigh_not_reached_on_final_climb,False,0,8,8,1.0,-0.9640577318633605,0.005523938506732819,0.07431598461039772,True,False,False,monotonicity_gate,
7 - SPO,SPO,9,198.0363603333333,198.53639533333333,10.73333333333332,-0.37513050973260986,20.846291999668466,8.027793616420603,10,preramp_median_fallback,24.25927,3.1990699349000002,3.4129780003315346,0.4500694089037195,1.0,4.0,,,,,mhigh_not_reached_on_final_climb,False,0,11,9,0.8181818181818182,-0.8359030999478072,0.006273637380242564,0.08471978662932012,True,False,False,monotonicity_gate,
7 - SPO,SPO,10,206.96994633333333,209.7365443333333,10.73333333333332,-0.37513050973260986,7.795733052666138,3.1409819231734617,10,preramp_median_fallback,28.838266760999257,3.802902237772972,21.042533708333117,2.7748789201178883,1.0,4.0,,,,,mhigh_not_reached_on_final_climb,False,75,46,2,0.043478260869565216,0.8527661977286783,0.04354775273071406,0.5540770597078043,True,True,True,ok,
7 - SPO,SPO,11,213.10333333333332,213.60333433333332,10.73333333333332,-0.37513050973260986,21.72538333333377,8.326504739344076,6,force_zero_band,23.840620056666747,3.143862566872644,2.115236723332977,0.2789362667059197,1.0,4.0,,,,,mhigh_not_reached_on_final_climb,False,0,9,9,1.0,-0.9325304709196672,0.005365882244795114,0.009230923924063345,True,False,False,monotonicity_gate,
7 - SPO,SPO,12,215.9366643333333,217.27009633333333,10.73333333333332,-0.37513050973260986,18.971196270000448,8.184912450283502,10,preramp_median_fallback,25.25143676333323,3.3299069659807534,6.280240493332784,0.8281753138557942,1.0,4.0,,,,,mhigh_not_reached_on_final_climb,False,0,26,17,0.6538461538461539,0.40962738521072145,0.012509824326497509,0.3036535748974409,True,False,False,monotonicity_gate,
7 - SPO,SPO,13,215.9366643333333,217.8367353333333,10.73333333333332,-0.37513050973260986,18.971196270000448,8.184912450283502,10,preramp_median_fallback,23.378370553333127,3.0829057248680396,4.4071742833326795,0.5811740727430805,1.0,4.0,,,,,mhigh_not_reached_on_final_climb,False,0,33,21,0.6363636363636364,0.5829951532982766,0.011949138005674329,0.30090867335296423,True,False,False,monotonicity_gate,
7 - SPO,SPO,14,236.1038003333333,240.6037323333333,10.73333333333332,-0.37513050973260986,3.8722143696681033,-0.8439838041100624,6,force_zero_band,88.0305051789997,11.60858271795469,84.1582908093316,11.09795380902656,1.0,4.0,1.0798278509321606,2.094529452772983,1.0147016018408226,2.9565342111981936,ok,True,27,20,9,0.45,0.8515640611745351,0.13211186881584644,0.5570795348764707,True,False,False,monotonicity_gate,
7 - SPO,SPO,15,272.2709883333333,277.20437233333337,10.73333333333332,-0.37513050973260986,2.8946340550003544,-0.07817547625481769,10,preramp_median_fallback,97.1941688876647,12.816995051216345,94.29953483266435,12.435279658383449,1.0,4.0,-0.06007395217806954,1.941714419774585,2.0017883719526544,1.4986599193168633,ok,True,36,32,6,0.1875,0.8687467717080508,0.11179854773509453,0.44728497447849885,True,True,True,ok,1.4986599193168633
7 - SPO,SPO,16,305.2714863333333,309.2714963333333,10.73333333333332,-0.37513050973260986,2.6663934563333562,0.31307849114842123,10,preramp_median_fallback,94.46901076333317,12.457628449360746,91.80261730699982,12.106011144274067,1.0,4.0,-0.6215753341699822,1.3334310750810627,1.955006409251045,1.5345218234600508,ok,True,29,23,1,0.043478260869565216,0.9275145462719295,0.07971841535063028,0.31857822392980767,True,True,True,ok,1.5345218234600508
