file_name,intervention,M_peak_Nm,F_peak_N,F_eng_N,n_cycles,th_ramp@2.0,th_eng@2.0,th_ramp@3.0,th_eng@3.0,th_ramp@4.0,th_eng@4.0,th_ramp@5.0,th_eng@5.0,n_reach@2.0,n_reach@3.0,n_reach@4.0,n_reach@5.0
2 - Intact Holding Longer,Intact Holding,5.900259045663337,53.030345845000134,12.0,9,0.40091053017241574,0.003684100236855386,1.1402570735692203,0.17276026376305537,1.1581931585632783,0.13851192310172644,1.183088678587753,0.5007767135925434,9,9,7,6
3 - PUBF Left,PUBF Left,4.757286225778992,51.7296500069993,12.0,9,0.5561077051818007,0.001007277356309561,1.2814445913168913,0.47902891884099047,1.3433524238123475,0.8227265016905062,1.5035435288917887,0.9727030703387778,9,9,7,3
4 - FUF Left,FUF Left,6.93905888095336,65.16012351999908,12.0,9,0.7142087037260224,0.193509073352775,1.5934476143654468,0.6515507316893895,2.0558158644185593,0.9649364486553093,2.2708295752999605,1.1085912652152448,9,9,9,7
5 - FBF,FBF,8.421060612624942,76.09579271999974,12.0,10,0.9771237374357264,-0.027409546238707862,1.6226504206700478,0.39802272712070963,2.5025597516615656,0.9360427419961083,2.733896526294532,1.3597897853284409,10,9,9,9
6 - Posterior Release,Posterior Release,10.816383912353722,116.24578698466715,12.0,10,0.11883292685813877,-0.030357267859121156,0.5871672600897686,0.2720661154586701,0.8255614022730046,0.6437243964067867,1.5757510009239764,1.1026632789871527,10,10,10,10
7 - SPO,SPO,13.131192496103312,111.28842798133358,12.0,9,0.8902301616234839,-0.17278416602137983,1.7026999808996846,0.1778751461089685,2.353186008209152,1.0706754402668515,2.7254691641162068,1.2402992955877938,9,9,8,7
