file_name,intervention,cycle,lag_s,theta0_deg,F_preload_start_N,theta_ref_deg,theta_ref_window_n,F_peak_raw_N,M_peak_raw_Nm,F_peak_dyn_N,M_peak_dyn_Nm,M_low_Nm,M_high_Nm,theta_low_deg,theta_high_deg,k_sec_Nm_per_deg,valid_secant
2 - Intact Holding Longer,"intact, but holding",1,10.766666666666653,-0.5808139799509149,3.0941044499996475,-0.21142911081826438,10,53.030345845000134,7.371218072455019,49.936241395000486,6.941137553905068,2.0,4.0,0.21247851946492316,0.2996141539692482,22.952722056562624,True
2 - Intact Holding Longer,"intact, but holding",2,10.766666666666653,-0.5808139799509149,3.502215282332818,-0.043298632239279544,10,52.037103426000456,7.233157376214064,48.53488814366764,6.7463494519698015,2.0,4.0,0.34152518774790463,0.4479335792303182,18.795510129767788,True
2 - Intact Holding Longer,"intact, but holding",3,10.766666666666653,-0.5808139799509149,1.1255750046671706,-0.9857825061368872,10,52.80559325266652,7.339977462120646,51.68001824799935,7.1835225364719095,2.0,4.0,0.8934807242967496,1.0686238559785808,11.419231692358018,True
2 - Intact Holding Longer,"intact, but holding",4,10.766666666666653,-0.5808139799509149,2.4587416266656255,0.030198991038654366,10,32.04588466766701,4.454377968805715,29.587143041001386,4.112612882699192,2.0,4.0,0.5084830601655138,1.9056849382877679,1.431432373028203,True
2 - Intact Holding Longer,"intact, but holding",5,10.766666666666653,-0.5808139799509149,1.5369377100003803,-0.10854827617057894,10,28.172468371999745,3.9159731037079646,26.635530661999365,3.702338762017912,2.0,4.0,,,,False
2 - Intact Holding Longer,"intact, but holding",6,10.766666666666653,-0.5808139799509149,4.257678562000294,-0.1900977386856506,10,26.002556486666833,3.61435535164669,21.74487792466654,3.022538031528649,2.0,4.0,,,,False
2 - Intact Holding Longer,"intact, but holding",7,10.766666666666653,-0.5808139799509149,1.9039737826658178,0.38382794972680107,10,41.90660723366684,5.825018405479691,40.002633451001024,5.560366049689143,2.0,4.0,0.9875096347298639,1.1758577462235091,10.618635802289308,True
2 - Intact Holding Longer,"intact, but holding",8,10.766666666666653,-0.5808139799509149,4.457709648665872,1.7732055724194162,10,47.119678955000026,6.549635374745004,42.66196930633416,5.930013733580448,2.0,4.0,-1.647644195803324,-0.6807061163238919,2.0683847729698828,True
2 - Intact Holding Longer,"intact, but holding",9,10.766666666666653,-0.5808139799509149,6.34575,-0.2551520110152002,10,42.44790680333336,5.900259045663337,36.10215680333336,5.018199795663337,2.0,4.0,0.5968664909188566,1.9797614945813746,1.4462413955528908,True
3 - PUBF Left,"PUBF, left",1,12.24999999999999,-0.5923902805897615,1.38658004000018,0.10389149963195846,10,34.225080760999944,4.757286225778992,32.83850072099976,4.564551600218967,2.0,4.0,1.6956048897963005,2.8939577919004775,1.668957446915861,True
3 - PUBF Left,"PUBF, left",2,12.24999999999999,-0.5923902805897615,-0.2942507600005595,0.10453723741947987,10,34.91876440599888,4.853708252433844,35.21301516599944,4.894609108073921,2.0,4.0,0.5200100867712146,1.3590352295055401,2.383718792361975,True
3 - PUBF Left,"PUBF, left",3,12.24999999999999,-0.5923902805897615,2.1671335440003205,0.05997015972951131,10,36.012887232001574,5.005791325248219,33.84575368800125,4.704559762632174,2.0,4.0,0.8067080676364402,1.4636480771682163,3.0444180153153853,True
