file_name,intervention,cycle,lag_s,theta0_deg,F_preload_start_N,theta_ref_deg,theta_ref_window_n,F_peak_raw_N,M_peak_raw_Nm,F_peak_dyn_N,M_peak_dyn_Nm,M_low_Nm,M_high_Nm,theta_low_deg,theta_high_deg,k_sec_Nm_per_deg,valid_secant
3 - PUBF Left,"PUBF, left",4,12.24999999999999,-0.5923902805897615,5.061159040000007,0.1402377749942341,10,30.53209186999995,4.243960769929993,25.470932829999942,3.540459663369992,2.0,4.0,,,,False
3 - PUBF Left,"PUBF, left",5,12.24999999999999,-0.5923902805897615,-0.6973577470001293,0.06709379293789958,10,22.92992934000004,3.1872601782600056,23.62728708700017,3.2841929050930236,2.0,4.0,,,,False
3 - PUBF Left,"PUBF, left",6,12.24999999999999,-0.5923902805897615,3.717054721000075,-0.0017253899170159293,10,25.18469,3.50067191,21.467635278999925,2.9840013037809894,2.0,4.0,,,,False
3 - PUBF Left,"PUBF, left",7,12.24999999999999,-0.5923902805897615,3.0494648550003567,-0.10635985222329825,10,33.12376101000009,4.604202780390012,30.074296154999733,4.180327165544963,2.0,4.0,0.709640852883199,1.3284842435300857,3.2318354372491056,True
3 - PUBF Left,"PUBF, left",8,12.24999999999999,-0.5923902805897615,1.353767999998828,0.6756820324715254,10,45.5480204219988,6.331174838657833,44.19425242199997,6.143001086657996,2.0,4.0,-0.1711092127008961,0.6782305138211551,2.3547703440056558,True
3 - PUBF Left,"PUBF, left",9,12.24999999999999,-0.5923902805897615,0.8325647039998991,-0.5640302384385513,10,51.7296500069993,7.190421350972903,50.8970853029994,7.074694857116917,2.0,4.0,1.3500264728052946,2.228563811424538,2.2765110964359327,True
4 - FUF Left,"FUF, left",1,17.53333333333332,-0.6200340572978378,-1.1864713936660762,-0.05036596134406546,10,49.921286913333525,6.93905888095336,51.1077583069996,7.103978404672945,2.0,4.0,1.3655362902210901,2.1015781250999965,2.7172368542462535,True
4 - FUF Left,"FUF, left",2,17.53333333333332,-0.6200340572978378,-0.017897449333244775,0.30508156886409077,10,50.48350291733401,7.017206905509427,50.501400366667255,7.019694650966748,2.0,4.0,1.5512341562736536,2.1600586800297714,3.285018789422414,True
4 - FUF Left,"FUF, left",3,17.53333333333332,-0.6200340572978378,-3.0115976976669816,-0.2034723733419994,10,49.56981034633378,6.890203638140396,52.58140804400076,7.308815718116106,2.0,4.0,1.4123391045251057,2.4851088117500626,1.8643330311531676,True
4 - FUF Left,"FUF, left",4,17.53333333333332,-0.6200340572978378,0.8942364133331433,-0.20384659519836368,10,33.49984917333412,4.656479035093443,32.60561276000097,4.532180173640135,2.0,4.0,0.701672069611895,2.57461140382444,1.0678402463264385,True
4 - FUF Left,"FUF, left",5,17.53333333333332,-0.6200340572978378,2.3851683333333336,0.11781510932215997,10,34.135298293333186,4.744806462773313,31.750129959999853,4.41326806443998,2.0,4.0,0.37455789779686205,1.9830652306448457,1.2433887985197114,True
4 - FUF Left,"FUF, left",7,17.53333333333332,-0.6200340572978378,0.924458224666848,-0.8295776647142725,10,37.944296264333346,5.274257180742334,37.019838039666496,5.145757487513643,2.0,4.0,1.2542901446699177,2.78239402548367,1.3088115442354298,True
4 - FUF Left,"FUF, left",8,17.53333333333332,-0.6200340572978378,5.6693445336671955,0.21978550339089112,10,63.57021694000004,8.836260154660005,57.900872406332844,8.048221264480265,2.0,4.0,0.3853452006343303,1.1571916326542444,2.591189020289983,True
4 - FUF Left,"FUF, left",9,17.53333333333332,-0.6200340572978378,5.4920052373335215,1.5641983918379847,10,63.16976432666614,8.780597241406593,57.67775908933262,8.017208513417234,2.0,4.0,-1.1493888047123564,-0.5831529855416661,3.5320972857725645,True
4 - FUF Left,"FUF, left",10,17.53333333333332,-0.6200340572978378,4.655109960000347,0.517796232474608,10,65.16012351999908,9.057257169279872,60.50501355999873,8.410196884839824,2.0,4.0,0.20451643936718839,0.7672491949781105,3.5540849187439445,True
5 - FBF,FBF,1,12.049999999999988,-0.5626318135630284,0.9673579259998581,-0.06768931371472436,10,60.46047637099956,8.40400621556894,59.4931184449997,8.269543463854959,2.0,4.0,2.212285318418022,3.0218833783800907,2.470361650932938,True
5 - FBF,FBF,2,12.049999999999988,-0.5626318135630284,1.7485283309998703,0.006513500856182741,10,60.705863378999595,8.438115009680944,58.95733504799973,8.195069571671961,2.0,4.0,1.8795720471128685,2.774941424687733,2.233714989691809,True
5 - FBF,FBF,3,12.049999999999988,-0.5626318135630284,0.8057459499998544,0.10324472193704212,10,69.87112330999935,9.712086140089909,69.06537735999949,9.60008745303993,2.0,4.0,1.929714628005878,2.883966772313027,2.0958821124286118,True
5 - FBF,FBF,4,12.049999999999988,-0.5626318135630284,8.786169119999954,0.025296569324580298,10,40.24648953199995,5.5942620449479925,31.460320411999994,4.372984537268,2.0,4.0,1.6576490151601704,3.0814797565694683,1.404661341993792,True
5 - FBF,FBF,5,12.049999999999988,-0.5626318135630284,2.866460477002332,-0.3564642189730284,10,37.74114769999966,5.246019530299953,34.87468722299732,4.847581523996627,2.0,4.0,1.3931046371543052,3.0483377456087117,1.208289025747874,True
5 - FBF,FBF,6,12.049999999999988,-0.5626318135630284,3.1519291050010327,0.15295003870097415,10,38.39860152000036,5.33740561128005,35.24667241499933,4.899287465684907,2.0,4.0,0.6503703699518049,2.4676733352619413,1.100531963121892,True
5 - FBF,FBF,7,12.049999999999988,-0.5626318135630284,1.9719901729986027,0.14724573861354548,10,18.10650233999992,2.516803825259989,16.13451216700132,2.2426971912131837,2.0,4.0,,,,False
5 - FBF,FBF,8,12.049999999999988,-0.5626318135630284,1.9719901729986027,0.14724573861354548,10,63.29927107199968,8.798598679007956,61.327280899001074,8.52449204496115,2.0,4.0,0.7777981361783631,1.316536902279707,3.712374393387858,True
5 - FBF,FBF,9,12.049999999999988,-0.5626318135630284,4.246947240999074,0.5708869534655493,10,69.40233172499957,9.64692410977494,65.15538448400049,9.05659844327607,2.0,4.0,1.7181533172680805,2.7430497201285142,1.9514167426269637,True
5 - FBF,FBF,10,12.049999999999988,-0.5626318135630284,4.238830852000022,-0.16375931451273618,10,76.09579271999974,10.577315188079963,71.85696186799971,9.98811769965196,2.0,4.0,0.30141141836245017,1.4381650316994687,1.7593962108718195,True
6 - Posterior Release,Posterior Release,1,10.816666666666654,-0.23912241805530993,3.3050800000000002,-0.6101532942724991,10,75.13207186600015,10.44335798937402,71.82699186600014,9.98395186937402,2.0,4.0,2.2564731323143223,2.9985713252173376,2.6950611376322,True
6 - Posterior Release,Posterior Release,2,10.816666666666654,-0.23912241805530993,2.84237,-0.016534061807578493,10,74.40248153733383,10.341944933689401,71.56011153733382,9.9468555036894,2.0,4.0,1.3158047299653848,2.3788003545470318,1.881475289032465,True
6 - Posterior Release,Posterior Release,3,10.816666666666654,-0.23912241805530993,1.2276083533330477,0.10253631764456558,10,80.49935133333396,11.189409835333421,79.27174298000091,11.018772274220126,2.0,4.0,-0.3127035473128723,0.805402901423758,1.7887384535344,True
6 - Posterior Release,Posterior Release,4,10.816666666666654,-0.23912241805530993,9.057277253332915,0.24264783930690187,10,49.156310129999675,6.832727108069955,40.09903287666676,5.57376556985668,2.0,4.0,0.9800106874380811,1.9778772059023926,2.00427608602195,True
6 - Posterior Release,Posterior Release,6,10.816666666666654,-0.23912241805530993,4.342614586666658,0.03921529839376482,10,45.80838,6.36736482,41.465765413333344,5.763741392453335,2.0,4.0,0.35181995904593427,3.159720380190019,0.7122759713768966,True
6 - Posterior Release,Posterior Release,7,10.816666666666654,-0.23912241805530993,2.500339392333485,0.30331743975695147,10,50.68945280999985,7.045833940589978,48.18911341766636,6.698286765055625,2.0,4.0,-0.1805486324125583,0.7286786221701634,2.19967009338922,True
6 - Posterior Release,Posterior Release,8,10.816666666666654,-0.23912241805530993,17.239908864332296,2.5725626060583675,10,26.743633355333962,3.7173650363914206,9.503724491001666,1.3210177042492317,2.0,4.0,,,,False
6 - Posterior Release,Posterior Release,9,10.816666666666654,-0.23912241805530993,8.83497295333342,-0.14802647801466137,10,101.41056432266649,14.096068440850642,92.57559136933307,12.868007200337297,2.0,4.0,1.0412217074863617,1.4931157415764973,4.4258163399454755,True
6 - Posterior Release,Posterior Release,10,10.816666666666654,-0.23912241805530993,3.1920055120005775,0.9896709039674151,10,104.8685405720002,14.576727139508028,101.67653505999962,14.133038373339947,2.0,4.0,-0.4364898203917361,-0.19828085262810047,8.395989532957099,True
6 - Posterior Release,Posterior Release,11,10.816666666666654,-0.23912241805530993,3.0810492493340114,-0.3113725458794104,10,103.75153579999937,14.421463476199913,100.67048655066536,13.993197630542484,2.0,4.0,1.176859495468158,0.7379587903346264,,False
6 - Posterior Release,Posterior Release,12,10.816666666666654,-0.23912241805530993,2.8729787066675683,0.6140433324865651,10,116.24578698466715,16.158164390868734,113.37280827799958,15.758820350641942,2.0,4.0,0.23737273770336248,-0.07600355940058687,,False
7 - SPO,SPO,1,10.73333333333332,-0.38795950363472725,4.1053925299997545,-0.13710192678070288,10,104.69185734166648,14.55216817049164,100.58646481166673,13.981518608821675,2.0,4.0,1.9366038286455487,2.624645879175807,2.90679908075189,True
7 - SPO,SPO,2,10.73333333333332,-0.38795950363472725,4.224799976666689,0.16610201376013933,10,111.28842798133358,15.469091489405368,107.0636280046669,14.8818442926487,2.0,4.0,1.996276409875326,2.574747164898424,3.4573917222835937,True
7 - SPO,SPO,3,10.73333333333332,-0.38795950363472725,5.522545725999264,0.17544847538880137,10,102.1206318953329,14.194767833451275,96.59808616933364,13.427133977537377,2.0,4.0,1.7455008104022511,2.817996598836806,1.864809187660547,True
7 - SPO,SPO,4,10.73333333333332,-0.38795950363472725,6.364919966666757,5.380915367694767,10,43.19509526933343,6.004118242437347,36.830175302666674,5.119394367070668,2.0,4.0,0.6884471295434823,3.706618891412628,0.6626528103097106,True
7 - SPO,SPO,5,10.73333333333332,-0.38795950363472725,12.162690000000001,5.754601162396709,10,26.39421339333336,3.668795661673337,14.231523393333358,1.9781817516733367,2.0,4.0,,,,False
7 - SPO,SPO,6,10.73333333333332,-0.38795950363472725,21.030043385667977,8.24753993768042,10,24.47525954666652,3.4020610769866466,3.4452161609985446,0.4788850463787977,2.0,4.0,,,,False
7 - SPO,SPO,7,10.73333333333332,-0.38795950363472725,21.030043385667977,8.24753993768042,10,26.011953380665958,3.615661519912568,4.981909994997981,0.6924854893047193,2.0,4.0,,,,False
7 - SPO,SPO,8,10.73333333333332,-0.38795950363472725,22.246120014666,8.39808312564815,10,24.452470212333267,3.398893359514324,2.206350197667266,0.30668267747575,2.0,4.0,,,,False
7 - SPO,SPO,9,10.73333333333332,-0.38795950363472725,20.846291999668466,8.278284980927896,10,24.25927,3.37203853,3.4129780003315346,0.4744039420460833,2.0,4.0,,,,False
7 - SPO,SPO,10,10.73333333333332,-0.38795950363472725,7.795733052666138,3.238638780303149,10,28.838266760999257,4.008519079778897,21.042533708333117,2.9249121854583033,2.0,4.0,,,,False
7 - SPO,SPO,11,10.73333333333332,-0.38795950363472725,21.72538333333377,8.616266885504551,10,23.840620056666747,3.313846187876678,2.115236723332977,0.2940179045432838,2.0,4.0,,,,False
7 - SPO,SPO,12,10.73333333333332,-0.38795950363472725,18.971196270000448,8.440456789341177,10,25.25143676333323,3.5099497101033195,6.280240493332784,0.872953428573257,2.0,4.0,,,,False
7 - SPO,SPO,13,10.73333333333332,-0.38795950363472725,18.971196270000448,8.440456789341177,10,23.378370553333127,3.2495935069133046,4.4071742833326795,0.6125972253832423,2.0,4.0,,,,False
7 - SPO,SPO,14,10.73333333333332,-0.38795950363472725,3.8722143696681033,-0.35344331818807667,10,88.0305051789997,12.23624021988096,84.1582908093316,11.698002422497092,2.0,4.0,0.8743611124106339,1.6272120625620194,2.656568341446383,True
7 - SPO,SPO,15,10.73333333333332,-0.38795950363472725,2.8946340550003544,-0.08067959445932765,10,97.1941688876647,13.509989475385392,94.29953483266435,13.107635341740345,2.0,4.0,-0.12638616083543414,1.8912087478956223,0.9912792658947962,True
7 - SPO,SPO,16,10.73333333333332,-0.38795950363472725,2.6663934563333562,0.3226618563345429,10,94.46901076333317,13.131192496103312,91.80261730699982,12.760563805672975,2.0,4.0,0.4290486734356251,1.2651016235663932,2.392192982139681,True
