file_name,intervention,n_cycles,n_valid,k_sec_med_Nm_per_deg,k_sec_mean_Nm_per_deg,k_sec_q25_Nm_per_deg,k_sec_q75_Nm_per_deg,M_peak_dyn_med_Nm,F_peak_dyn_max_N,preload_med_N,rank_k_sec
2 - Intact Holding Longer,"intact, but holding",9,5,3.4916866134858777,4.656729581165367,3.0447715619044153,6.625543915297384,5.275147273183506,51.68001824799935,3.0941044499996475,1.0
3 - PUBF Left,"PUBF, left",9,4,2.707269262167587,2.4755979974644275,2.146506387197477,3.0363608724345372,4.330413090078238,50.8970853029994,1.38658004000018,2.0
6 - Posterior Release,Posterior Release,11,8,2.006650983166418,2.072232615257451,1.7473009599787406,2.2451768228757762,9.47182541736944,113.37280827799958,3.1920055120005775,3.0
5 - FBF,FBF,10,9,1.881804022868869,1.8846365076398466,1.3933878693985964,2.214982303467885,7.810030651060917,71.85696186799971,2.4192253250004674,4.0
7 - SPO,SPO,16,7,1.5345218234600508,1.7328878917081199,1.4766981424465806,1.8865249681677057,2.325794954998379,107.0636280046669,9.97921152633307,5.0
4 - FUF Left,"FUF, left",9,7,1.4384059097247566,1.8357885906162479,1.3862337930049147,1.7273479309092064,6.739580087944038,60.50501355999873,0.924458224666848,6.0
