theta_deg_zhang_sign,moment_mts_centered_nm_zhang_sign,moment_mts_refit_cubic_nm,moment_paper_f0_nm,moment_paper_f500_nm,moment_diff_mts_minus_paper_f0_nm,moment_diff_mts_minus_paper_f500_nm
-8.741586448987556,-6.098150300601202,-6.204796698520074,-30.13556443975546,-45.43334072548368,24.037414139154258,39.33519042488248
-8.720242422067216,-6.066965931863726,-6.168608968806023,-29.969979235543242,-45.230403474160866,23.903013303679515,39.16343754229714
-8.69994226612734,-6.035781563126252,-6.1343239361130095,-29.813071251214453,-45.037970216937296,23.7772896880882,39.00218865381105
-8.680685981167937,-6.004597194388777,-6.101921382244222,-29.664752396893054,-44.85595286393694,23.660155202504278,38.85135566954816
-8.661830375170542,-5.973412825651303,-6.070305559423792,-29.520009982420273,-44.67821313896872,23.54659715676897,38.70480031331742
-8.643084904637316,-5.942228456913827,-6.038984553278087,-29.376592999344844,-44.50199158246015,23.434364542431016,38.559763125546326
-8.624449569568261,-5.911044088176353,-6.007956229276499,-29.234492154220224,-44.32727890096468,23.32344806604387,38.416234812788325
-8.605924369963374,-5.879859719438877,-5.977218471267757,-29.0936982334045,-44.154065880840406,23.213838513965623,38.27420616140153
-8.58787405453796,-5.848675350701403,-5.947371270957897,-28.956960660111534,-43.98574025555296,23.10828530941013,38.137064904851556
-8.570702220552315,-5.817490981963927,-5.919070528442547,-28.827286847420048,-43.8260157333866,23.00979586545612,38.00852475142267
-8.553639061021132,-5.786306613226453,-5.891039368989103,-28.69882799898344,-43.66769635577042,22.912521385756985,37.881389742543966
-8.534396733725702,-5.755122244488978,-5.8595363122039625,-28.554434169143935,-43.48962845316392,22.79931192465496,37.73450620867494
-8.51403904511339,-5.723937875751504,-5.8263316268532614,-28.402212917125023,-43.30178124607346,22.67827504137352,37.57784337032196
-8.492885368226093,-5.692753507014028,-5.791963880738775,-28.24462923538344,-43.1071786297791,22.55187572836941,37.414425122765074
-8.470935703063809,-5.661569138276552,-5.7564483295534385,-28.081749624887852,-42.90588710524952,22.4201804866113,37.244317966972964
-8.448342979736303,-5.630384769539078,-5.720046616191817,-27.914770799274628,-42.699371013813156,22.28438602973555,37.06898624427408
-8.425282327885403,-5.599200400801602,-5.6830520694635975,-27.745035754990727,-42.48927982879018,22.145835354189124,36.89007942798858
-8.401753747511112,-5.568016032064128,-5.645474211872521,-27.57258601225774,-42.27565507040219,22.00456998019361,36.70763903833806
-8.377770104505897,-5.5368316633266526,-5.607343128370967,-27.39755745375084,-42.05865513663616,21.860725790424187,36.52182347330951
-8.353899525434432,-5.505647294589179,-5.56956537597334,-27.224110592336192,-41.84343476184645,21.718463297747014,36.33778746725727
-8.331285018282253,-5.474462925851703,-5.533934851344013,-27.060485154887655,-41.6402339368816,21.58602222903595,36.165771011029896
-8.310573702578697,-5.443278557114229,-5.501438642918622,-26.911221724442992,-41.45472570395572,21.467943167328762,36.01144714684149
-8.291765578323766,-5.412094188376753,-5.472040744662083,-26.776163359768987,-41.286753121835574,21.364069171392234,35.87465893345882
-8.27379683907009,-5.380909819639279,-5.444054391694316,-26.647566456181146,-41.126710924553805,21.266656636541867,35.74580110491453
-8.25634811177578,-5.349725450901803,-5.416970885149448,-26.52309621513483,-40.971705410742445,21.173370764233027,35.621979959840644
-8.239419396440834,-5.3185410821643275,-5.390781884188952,-26.402716283223967,-40.821700226995425,21.08417520105964,35.503159144831095
