Intervention,Book,Motion,BranchLabel,BranchSign,valid,reason,n_points_window,k_signed_nm_per_deg,k_abs_nm_per_deg,intercept_nm,r2,theta_at_m_low_deg,theta_at_m_high_deg,theta_min_deg,theta_max_deg,moment_min_nm,moment_max_nm,k_linear_1to5_nm_per_deg,k_chord_1to5_nm_per_deg,k_secant_0to5_nm_per_deg,k_secant_0to4_nm_per_deg
Intact,6,Axial Rotation,positive,1.0,True,ok,2,2.3773088563435865,2.3773088563435865,-0.005658575770490083,,0.002380244264598097,2.1055987581981372,0.002380244264598097,2.1055987581981372,0.0,5.0,2.5219006857065587,2.5274720573952587,2.3773088563435865,2.17975894400647
PUF Left,9,Axial Rotation,positive,1.0,True,ok,2,1.6632402350941902,1.6632402350941902,-0.018285329096345955,,0.010993799158129702,3.0171740817778847,0.010993799158129702,3.0171740817778847,0.0,5.0,2.4899279609796734,2.4498015791851793,1.6632402350941902,1.4642108306822368
FUF Left,12,Axial Rotation,positive,1.0,True,ok,2,1.5416564955034875,1.5416564955034875,-0.05409634074111692,,0.035089749823581595,3.278354390541783,0.035089749823581595,3.278354390541783,0.0,5.0,2.439519623990383,2.3948593411444845,1.5416564955034875,1.3497398112123238
FBF,15,Axial Rotation,positive,1.0,True,ok,2,0.8718512793986744,0.8718512793986744,-0.012852663460829828,,0.014741807191811951,5.749664859032209,0.014741807191811951,5.749664859032209,0.0,5.0,1.29675507147317,1.2010317287606629,0.8718512793986744,0.7625892417454836
Posterior Release,18,Axial Rotation,positive,1.0,True,ok,2,0.8411245398149092,0.8411245398149092,-0.007054297213549806,,0.008386745219800762,5.952809673482313,0.008386745219800762,5.952809673482313,0.0,5.0,1.3195609262868044,1.2137167716176394,0.8411245398149092,0.7327444287756373
SPO,21,Axial Rotation,positive,1.0,True,ok,2,0.8040896114214289,0.8040896114214289,-0.03013215280803399,,0.03747362530249321,6.255686034689617,0.03747362530249321,6.255686034689617,0.0,5.0,1.30890403743143,1.1991015536750693,0.8040896114214289,0.7003931454569202
