Intervention,Book,Motion,BranchLabel,BranchSign,valid,reason,n_points_window,k_signed_nm_per_deg,k_abs_nm_per_deg,intercept_nm,r2,theta_at_m_low_deg,theta_at_m_high_deg,theta_min_deg,theta_max_deg,moment_min_nm,moment_max_nm,k_linear_1to5_nm_per_deg,k_chord_1to5_nm_per_deg,k_secant_0to5_nm_per_deg,k_secant_0to4_nm_per_deg
Intact,5,Lateral Bending,positive,1.0,True,ok,2,0.8207310080736865,0.8207310080736865,-0.04423017540493924,,0.05389119573872392,6.1460212003493115,0.05389119573872392,6.1460212003493115,0.0,5.0,1.048503412319504,1.0317654814222186,0.8207310080736865,0.7329857342778654
PUF Left,8,Lateral Bending,positive,1.0,True,ok,2,0.7449933388642874,0.7449933388642874,-0.003571342827447244,,0.00479379162354876,6.7162631956618455,0.00479379162354876,6.7162631956618455,0.0,5.0,0.9780571054682691,0.9496804177274899,0.7449933388642874,0.662700009773944
FUF Left,11,Lateral Bending,positive,1.0,True,ok,2,0.7278091663850196,0.7278091663850196,-0.012516362650229361,,0.017197313840381145,6.887130025508018,0.017197313840381145,6.887130025508018,0.0,5.0,0.9507374749239763,0.9305750180208248,0.7278091663850196,0.6449894021651205
FBF,14,Lateral Bending,positive,1.0,True,ok,2,0.6945953168440332,0.6945953168440332,-0.010493601141666475,,0.015107503444372838,7.213543598173639,0.015107503444372838,7.213543598173639,0.0,5.0,0.9271758058337255,0.9062323445167637,0.6945953168440332,0.6118909329719895
Posterior Release,17,Lateral Bending,positive,1.0,True,ok,2,0.694934837165212,0.694934837165212,-0.012439441219650073,,0.017900154884151753,7.212819351043709,0.017900154884151753,7.212819351043709,0.0,5.0,0.941638575233013,0.9111921130360127,0.694934837165212,0.6094281487897127
SPO,20,Lateral Bending,positive,1.0,True,ok,2,0.6448628897562738,0.6448628897562738,-0.01816746961028309,,0.028172608315466086,7.781758803808514,0.028172608315466086,7.781758803808514,0.0,5.0,0.868778247809583,0.8281649719649555,0.6448628897562738,0.5644848032522314
